"Year","Geography Group","Geography","Age Group","Service","Poverty Level","Totals - Clients Receiving Registered Services","Totals - Total Clients, by Age Group","Characteristics - Male","Characteristics - Female","Characteristics - Rural","Characteristics - Lives Alone","Ethnicity - Hispanic","Ethnicity - Not Hispanic","Race - White Alone, Not Hispanic","Race - White Alone, Hispanic","Race - Native American Alone","Race - Asian Alone","Race - Black/African American Alone","Race - Hawaiian Pacific Islander Alone","Race - Other Race","Race - Two or More Races"
"2015","States","Colorado","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Colorado","Total - All Age Groups","Nutrition Counseling","In Poverty","207","207","51","156","40","139","47","138","109","40","5","1","4","0","5","2"
"2015","States","Colorado","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Colorado","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Colorado","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Colorado","Total - All Age Groups","Assisted Transportation","In Poverty","835","832","198","632","198","534","147","591","456","119","13","11","57","0","25","12"
"2015","States","Colorado","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Colorado","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Colorado","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Total - All Age Groups","Total - All Services","Total - All Income Levels","24,215","24,191","8,134","16,042","2,913","13,337","1,889","22,241","19,576","1,848","124","255","1,987","48","101","170"
"2015","States","Connecticut","Age 60-74","Total - All Services","Total - All Income Levels","0","8,609","3,030","5,573","1,017","4,566","1,039","7,542","6,309","1,012","36","122","971","19","51","49"
"2015","States","Connecticut","Age 75-84","Total - All Services","Total - All Income Levels","0","7,616","2,486","5,123","985","4,056","521","7,075","6,254","505","41","97","586","14","32","62"
"2015","States","Connecticut","Age 85+","Total - All Services","Total - All Income Levels","0","7,387","2,370","5,009","882","4,353","208","7,164","6,655","210","45","29","339","14","14","58"
"2015","States","Connecticut","Total - All Age Groups","Congregate Meals","Total - All Income Levels","16,107","16,086","5,133","10,945","1,970","8,890","1,301","14,763","13,053","1,285","110","203","1,138","42","74","123"
"2015","States","Connecticut","Age 60-74","Congregate Meals","Total - All Income Levels","0","6,161","2,003","4,154","798","3,068","696","5,453","4,656","684","31","98","564","18","41","39"
"2015","States","Connecticut","Age 75-84","Congregate Meals","Total - All Income Levels","0","5,393","1,692","3,696","677","2,908","371","5,013","4,483","362","37","77","342","10","19","44"
"2015","States","Connecticut","Age 85+","Congregate Meals","Total - All Income Levels","0","4,043","1,238","2,803","472","2,574","121","3,919","3,630","126","40","22","150","13","10","39"
"2015","States","Connecticut","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","1,650","1,650","627","1,021","178","935","87","1,561","1,423","81","5","8","115","1","1","15"
"2015","States","Connecticut","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","508","216","291","36","314","51","456","386","50","1","5","63","0","0","2"
"2015","States","Connecticut","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","463","186","277","57","236","28","434","400","26","1","3","28","1","0","4"
"2015","States","Connecticut","Age 85+","Nutrition Counseling","Total - All Income Levels","0","669","222","446","85","381","8","661","628","5","2","0","24","0","1","9"
"2015","States","Connecticut","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","88","88","16","71","0","50","3","83","17","2","1","17","49","0","0","1"
"2015","States","Connecticut","Age 60-74","Assisted Transportation","Total - All Income Levels","0","29","6","23","0","15","1","27","5","1","1","7","15","0","0","0"
"2015","States","Connecticut","Age 75-84","Assisted Transportation","Total - All Income Levels","0","36","5","30","0","21","1","34","2","1","0","8","23","0","0","1"
"2015","States","Connecticut","Age 85+","Assisted Transportation","Total - All Income Levels","0","23","5","18","0","14","1","22","10","0","0","2","11","0","0","0"
"2015","States","Connecticut","Total - All Age Groups","Total - All Services","In Poverty","3,420","3,420","1,111","2,307","168","2,283","1,022","2,393","1,746","990","19","80","503","5","31","37"
"2015","States","Connecticut","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Total - All Age Groups","Congregate Meals","In Poverty","2,177","2,177","679","1,496","107","1,492","705","1,471","1,093","689","17","51","271","2","20","31"
"2015","States","Connecticut","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Total - All Age Groups","Nutrition Counseling","In Poverty","202","202","72","130","8","134","29","172","137","27","1","1","32","0","0","3"
"2015","States","Connecticut","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Total - All Age Groups","Assisted Transportation","In Poverty","21","21","4","17","0","7","0","21","2","0","0","17","2","0","0","0"
"2015","States","Connecticut","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Connecticut","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Total - All Age Groups","Total - All Services","Total - All Income Levels","16,907","16,878","5,719","11,169","7,517","4,991","202","16,620","12,466","194","93","407","3,547","3","18","18"
"2015","States","Delaware","Age 60-74","Total - All Services","Total - All Income Levels","0","7,963","2,675","5,288","3,421","1,999","107","7,838","5,621","105","45","232","1,899","1","8","5"
"2015","States","Delaware","Age 75-84","Total - All Services","Total - All Income Levels","0","5,314","1,884","3,430","2,388","1,609","57","5,232","3,981","55","32","142","1,042","2","7","6"
"2015","States","Delaware","Age 85+","Total - All Services","Total - All Income Levels","0","3,164","1,021","2,143","1,323","1,345","33","3,108","2,513","32","13","25","528","0","2","4"
"2015","States","Delaware","Total - All Age Groups","Congregate Meals","Total - All Income Levels","11,402","11,391","3,740","7,651","5,128","2,728","124","11,266","8,643","116","60","374","2,170","1","11","15"
"2015","States","Delaware","Age 60-74","Congregate Meals","Total - All Income Levels","0","6,134","1,991","4,143","2,668","1,217","76","6,058","4,474","74","39","220","1,315","0","7","5"
"2015","States","Delaware","Age 75-84","Congregate Meals","Total - All Income Levels","0","3,416","1,196","2,220","1,542","916","28","3,387","2,673","26","15","127","567","1","2","4"
"2015","States","Delaware","Age 85+","Congregate Meals","Total - All Income Levels","0","1,442","433","1,009","561","563","15","1,427","1,183","14","4","19","218","0","1","3"
"2015","States","Delaware","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","325","318","103","222","162","143","2","323","236","2","1","3","82","0","0","0"
"2015","States","Delaware","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","119","39","80","51","47","1","118","74","1","0","1","43","0","0","0"
"2015","States","Delaware","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","108","32","76","57","45","1","107","83","1","1","2","21","0","0","0"
"2015","States","Delaware","Age 85+","Nutrition Counseling","Total - All Income Levels","0","83","29","54","49","48","0","83","69","0","0","0","14","0","0","0"
"2015","States","Delaware","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","170","167","42","128","16","133","5","157","105","5","4","0","33","0","0","0"
"2015","States","Delaware","Age 60-74","Assisted Transportation","Total - All Income Levels","0","74","21","53","9","60","4","69","39","4","2","0","20","0","0","0"
"2015","States","Delaware","Age 75-84","Assisted Transportation","Total - All Income Levels","0","54","14","40","4","40","1","48","35","1","1","0","7","0","0","0"
"2015","States","Delaware","Age 85+","Assisted Transportation","Total - All Income Levels","0","39","6","33","3","32","0","37","29","0","1","0","5","0","0","0"
"2015","States","Delaware","Total - All Age Groups","Total - All Services","In Poverty","3,200","1,354","357","997","331","588","26","1,325","764","26","7","33","511","0","0","1"
"2015","States","Delaware","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Total - All Age Groups","Congregate Meals","In Poverty","1,081","1,081","280","801","253","409","19","1,062","589","19","4","32","436","0","0","1"
"2015","States","Delaware","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Total - All Age Groups","Nutrition Counseling","In Poverty","143","140","45","98","76","67","2","141","89","2","1","1","50","0","0","0"
"2015","States","Delaware","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Total - All Age Groups","Assisted Transportation","In Poverty","130","127","32","98","2","112","5","122","86","5","2","0","25","0","0","0"
"2015","States","Delaware","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Delaware","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","District of Columbia","Total - All Age Groups","Total - All Services","Total - All Income Levels","10,936","10,911","3,469","7,467","0","6,351","583","10,081","613","330","19","253","9,194","12","337","0"
"2015","States","District of Columbia","Age 60-74","Total - All Services","Total - All Income Levels","0","4,944","1,719","3,225","0","2,903","289","4,556","225","167","14","118","4,202","4","146","0"
"2015","States","District of Columbia","Age 75-84","Total - All Services","Total - All Income Levels","0","3,216","960","2,256","0","1,894","177","2,953","192","100","2","95","2,661","5","108","0"
"2015","States","District of Columbia","Age 85+","Total - All Services","Total - All Income Levels","0","2,378","566","1,812","0","1,311","108","2,215","191","56","2","37","1,974","3","77","0"
"2015","States","District of Columbia","Total - All Age Groups","Congregate Meals","Total - All Income Levels","5,373","5,365","1,840","3,533","0","3,222","445","4,781","209","235","14","204","4,357","6","245","0"
"2015","States","District of Columbia","Age 60-74","Congregate Meals","Total - All Income Levels","0","2,730","992","1,738","0","1,603","239","2,429","91","138","11","96","2,235","1","111","0"
"2015","States","District of Columbia","Age 75-84","Congregate Meals","Total - All Income Levels","0","1,522","468","1,054","0","942","129","1,347","63","59","1","79","1,202","3","82","0"
"2015","States","District of Columbia","Age 85+","Congregate Meals","Total - All Income Levels","0","780","181","599","0","458","69","691","51","33","1","26","610","2","46","0"
